Average wind speed (m/s);Average power (kW);Input turbulence intensity (%);Input alpha
16.5322;4982.81;19.59;0.04
11.3061;4658.35;17.63;-0.23
18.5982;4985.93;18.14;0.38
7.76401;1820.18;25.76;-0.11
21.2417;4986.91;10.4;-0.2
8.64792;2878.76;37.38;-0.3
12.6012;4286.17;35.06;0.16
8.92716;2433.5;5.76;0.12
24.7734;4987.04;10.56;-0.38
7.98314;1840.46;20.57;0.03
21.079;4986.53;7.16;-0.36
17.8093;4892.98;40.04;-0.15
7.93165;2081.82;39.08;0.02
17.6655;4860.27;37.6;0.38
21.4732;4964.37;32.69;-0.29
24.7963;4949.38;30.19;-0.16
5.28212;513.343;11;0.08
21.2965;4883.77;37.57;-0.35
21.0593;4985.77;16.42;-0.38
9.60862;3158.73;17.57;0.44
13.6034;4665.09;32.71;0.05
18.0187;4766.82;39.02;0.29
3.09784;90.348;31.16;0.43
8.67582;2609.93;36.63;-0.11
16.0699;4985;10.07;-0.29
5.32878;620.716;25.09;-0.22
14.8916;4986.17;12.15;0
18.2552;4857.14;32.58;-0.28
18.1515;4986.05;15.25;0.45
20.5302;4977.85;23.38;-0.31
7.10704;1346;26.61;0
11.4887;4461.03;41.07;-0.42
23.2558;4958.57;29.88;0.03
9.11616;3190.29;5.17;-0.45
11.2746;4699.03;7.18;-0.04
13.7593;4773.74;36.63;0.1
10.2674;3714.24;8.25;0.42
7.00461;1306.07;13.72;-0.2
20.2881;4907.01;40.87;-0.21
16.78;4970.83;24.86;0.25
12.8215;4982.61;6.18;-0.38
9.20317;2932.61;34.02;0.08
24.9889;4980.91;18.93;0.12
16.2598;4983.47;18.75;-0.25
10.4933;3871.25;43.4;-0.29
9.64557;3250.27;38.5;-0.04
8.72397;2317.41;12.45;0.34
5.08715;520.402;30.82;0.01
16.2669;4977.03;25.47;0.21
22.5816;4861.59;38.67;-0.02
14.093;4981;16.82;0.42
3.19474;152.667;40.34;-0.37
10.7608;4171.57;34.45;-0.26
9.16558;2951.91;36.36;-0.1
7.69849;1685.05;25.92;0.21
18.1447;4980.53;19.25;-0.44
24.8214;4935.19;34.14;-0.12
21.1508;4986.61;7.06;-0.43
9.10311;3003.17;21.97;-0.2
5.68772;779.416;33.68;-0.19
19.2348;4981.26;23.52;-0.41
4.15565;232.792;12.75;0.36
10.9982;4067.2;31.91;0.5
20.6113;4986.39;8.13;-0.39
13.993;4984.18;8.82;0.25
19.2161;4942.35;37.55;-0.17
19.8964;4986.53;5.85;0.39
15.8004;4575.19;40.88;-0.35
21.4119;4911.09;37.76;0.15
6.83591;1324.07;32.41;0.34
10.3568;3830.81;15.67;0.44
20.9793;4919.36;29.37;-0.14
18.9059;4929.47;33.56;0.09
24.611;4985.82;14.44;-0.4
15.5845;4984.18;16.91;-0.13
17.6064;4985.48;24.57;-0.4
19.3456;4981.83;32.3;-0.01
5.86571;901.857;44.56;-0.25
20.1359;4924.61;39.76;-0.15
15.8989;4980.54;17.17;0.45
11.5839;4828.44;10.75;0.25
22.9244;4949.11;38.05;0.07
5.00924;579.662;25.79;-0.39
25.5791;4876.62;40.29;0.34
4.37412;355.774;31.86;0.17
15.8838;4636.52;43.01;0.26
21.7409;4986.57;19.11;0.07
25.0267;4986.08;13.63;0.04
15.4611;4937.78;26.98;0.32
21.7539;4986.84;6.72;-0.19
24.3212;4985.66;15.1;-0.04
11.2153;3999.26;41.46;-0.43
8.7031;2617.99;9.3;-0.34
18.3262;4986.34;11.12;-0.13
12.864;4666.34;37.32;-0.21
23.7016;4967.75;26.64;0.23
5.83998;791.716;22.92;-0.2
16.8979;4809.03;42.76;0.21
22.1247;4986.55;10.55;-0.05
22.1121;4972.93;29.3;-0.37
14.5158;4984.34;16.05;-0.1
23.3814;4962.42;32.63;0.36
13.0835;4764.77;23.75;0.32
9.16332;2950.73;39.89;0.46
5.59168;778.571;19.75;-0.4
6.73248;1160.58;27.36;0.03
4.18885;294.388;41.75;0.4
4.23262;288.814;25.37;-0.19
20.9854;4983.87;23.49;-0.36
21.5551;4940.54;34.07;0.34
10.4845;4060.86;10.21;-0.07
16.8928;4976.26;24.41;-0.11
15.4508;4851.32;32.74;0.02
20.0132;4985.42;11.02;0.39
21.0645;4986.99;11.45;-0.32
7.55436;2169.7;38.42;-0.48
16.0311;4983.92;18.13;-0.02
13.8949;4784.81;38.63;-0.49
7.47819;1667.43;31.45;0.33
16.8144;4890.17;29.2;-0.44
15.0059;4975.02;28.37;-0.33
23.5727;4985.89;14.07;0.44
19.5787;4898.84;35.67;0.08
15.6172;4974.09;26.12;-0.24
13.6901;4802.58;29.8;0.47
5.30551;576.197;28.24;0.13
12.4223;4874.47;28.46;-0.27
16.3111;4961.81;19.55;-0.08
4.99311;547.22;22.65;-0.41
10.4782;3914.38;13.86;0.06
8.82703;2540.33;20.81;0.15
13.9956;4974.95;18.24;0.02
22.0225;4912.17;32.42;0.49
16.1477;4949.58;26.87;-0.2
23.5945;4986.96;9.63;-0.26
4.9644;628.911;39.65;-0.38
22.7669;4986.59;15.86;0.02
14.9562;4970.11;21.36;0.39
24.8964;4982.71;22.59;-0.13
3.2762;97.8272;20.42;0.01
22.3986;4986.67;14.19;0.24
7.7865;1667.75;16.77;0.3
22.356;4960.8;34.59;-0.46
11.6096;4724.8;21.3;-0.31
14.4951;4984.65;9.62;0.04
13.1575;4982.23;9.17;-0.04
13.6159;4760.77;28.52;0.01
10.3282;4206.34;24.26;-0.5
21.1855;4985.33;20.51;0.31
9.13271;2807.72;39.52;0.32
7.60855;1807.06;38.34;-0.12
14.6483;4924.63;31.67;-0.12
20.5681;4986.6;11.03;-0.19
24.0847;4882.04;39.65;0.29
8.84695;2630.93;27.88;0.29
7.41702;1461.32;20.18;0.43
22.7229;4987;6.57;0.1
22.0445;4984.26;14.17;-0.3
5.57454;680.997;24.1;0.28
10.2463;3748.51;23.18;-0.03
10.0883;3488.2;42.53;0.21
6.00697;859.519;27.24;-0.04
6.1783;821.985;8.76;0.34
4.95842;566.109;39.7;-0.32
12.7265;4711.5;25.8;0.21
13.0427;4981.98;6.19;-0.44
16.9022;4983.48;24.19;-0.4
12.7932;4979.7;10.63;0.22
22.3752;4976.36;24.6;0.34
17.4079;4820.62;40.78;0.17
9.1728;3185.21;36.22;-0.31
15.0795;4984.57;13.36;-0.42
21.579;4867.59;44.17;-0.47
10.611;4102.38;30.37;-0.25
20.9202;4980.98;24;0.04
9.79007;3384.86;22.94;0.07
12.6552;4415.5;41.24;-0.02
9.37041;3173.68;36.32;-0.01
22.7955;4943.08;28.32;0.07
24.14;4986.95;13.56;0.47
15.3157;4660.52;42.07;0.29
5.62225;685.531;23.07;0.25
10.283;3666.1;24.87;0.28
12.0411;4331.54;36.8;0.02
20.7539;4983.02;23.41;0.14
24.1969;4942.61;36.96;0.16
15.1013;4942.18;37.38;-0.3
18.9937;4983;24.82;-0.14
23.1116;4961.65;33.9;-0.09
20.4336;4984.99;18.03;-0.39
7.97102;2097.31;33.99;-0.03
18.7072;4965.92;24.52;0.2
17.8824;4967.31;28.2;0.07
3.28033;125.216;24.69;-0.37
9.3086;2929.55;31.59;0.23
5.39736;570.905;18.33;0.35
5.36855;681.405;43.64;0.44
14.8211;4982.62;8.94;0.35
21.6994;4987.09;11.94;-0.19
23.3834;4969.29;28;-0.22
7.37211;1403.8;11.57;0.4
4.69321;417.435;43.07;0.03
13.506;4943.03;24.86;0.01
18.9619;4983.1;23.85;-0.2
9.95763;3562.08;21.77;0.48
18.9204;4981.55;22.48;0.11
5.35498;567.246;6.08;-0.2
22.8561;4986.93;7.28;-0.17
23.936;4983.04;16.76;0.19
20.4526;4982.67;23.78;0.23
20.2119;4986.88;11.9;0.08
16.2628;4937.47;33.31;0.07
9.35556;2865.25;18;0.22
6.18566;1018.01;19.14;-0.38
19.1775;4922.12;35.53;0.28
23.6048;4985.82;16.5;0.29
19.3027;4986.48;9.21;0
4.44997;370.181;32.44;0.28
14.3603;4881.85;39.4;-0.37
17.1185;4929;35.14;-0.16
21.4483;4947.97;31.19;-0.24
10.3927;3926.68;10.82;0.03
22.3003;4937.05;31.49;-0.36
9.82412;3642.67;25.21;-0.26
6.85323;1489.16;42.1;0.19
9.16198;2853.86;27.21;0.04
20.5869;4982.31;16.93;0.34
5.77583;734.014;6.68;-0.24
12.5389;4705.54;24.87;0.11
11.1607;4356.7;10.24;0.32
18.924;4981.11;19.62;0.05
18.3286;4986.72;12.89;0.03
8.07301;2386.09;43.35;0.44
8.43467;2458.13;42.13;0.48
21.8872;4986.39;17.8;0.16
13.7666;4515.55;44.56;-0.2
5.06373;647.054;44.1;0.01
17.8757;4939.47;24.72;0
6.10902;920.206;27.21;-0.13
17.7485;4940.71;33.26;-0.28
19.6847;4984.44;19.35;-0.41
17.8793;4986.34;18.83;0.04
9.09082;2650.31;17.33;0.25
22.1329;4986.63;14.81;-0.47
22.5615;4877.51;34.71;-0.33
15.4534;4984.56;8.48;0.44
7.48582;1728.92;11.09;-0.39
10.4957;3942.43;15.92;0.1
8.8462;3060.06;41.63;-0.4
18.9687;4968.43;26.44;-0.12
14.2835;4985.03;9.81;0.15
13.9529;4885.18;28.75;0.22
16.3348;4879.8;32.39;0.32
3.07853;80.1837;16.08;-0.26
15.7807;4985.69;13.97;0.22
24.4526;4909.16;32.82;0.05
6.32311;1188.11;44.62;-0.32
6.8229;1367.09;33.13;-0.15
14.187;4820.48;35.91;-0.21
23.8264;4886.44;41.85;-0.24
22.6939;4956.18;30.3;-0.05
6.77498;1203.01;36.27;0.46
16.8822;4982.67;16.54;-0.26
22.4785;4939.48;31.17;-0.12
17.3654;4969.09;26.49;0.32
8.12465;2044.89;32.02;0.46
24.6352;4924.18;29.81;0.07
10.4359;3906.23;16.52;0.07
5.28686;669.007;39.75;-0.3
7.94573;2187.53;28.57;-0.31
20.9022;4986.7;8.41;-0.12
19.1903;4921.22;30.3;0.18
12.3646;4546.47;44.98;-0.39
4.30177;322.257;8.57;-0.43
20.3844;4985.76;9.18;0.47
21.2726;4886.43;37.93;-0.26
11.6204;4846.88;13.58;-0.23
10.4298;3878.25;7.5;0.13
6.2528;879.377;15.48;0.16
22.1873;4895.32;40.1;-0.14
7.83214;2035.85;43.07;0.16
5.19234;588.178;25.12;-0.34
5.42177;558.61;7.54;-0.1
9.97017;3528.04;19.84;0
24.9279;4986.82;9.31;0.22
17.114;4917.72;38.25;0.03
9.42407;3379.72;18.01;-0.3
15.0212;4639.83;42.63;0.3
3.38669;109.392;22.55;0
6.56875;1056.99;21.7;0.47
8.57407;2307.64;13.86;-0.07
7.03687;1268.09;24.58;0.11
5.73825;869.928;20.55;-0.43
11.092;4321.79;18.69;0.24
24.9382;4984.45;15.32;-0.49
7.37967;1900.57;42.47;-0.35
19.2507;4959.37;30.69;-0.38
14.2664;4572.96;35.55;0.14
21.0821;4966.17;23.31;0.35
21.4231;4946.5;35.55;-0.38
18.2415;4986.34;20.48;0.2
9.54648;3253.39;43.03;0.07
25.1922;4912.53;38.45;-0.07
6.29235;1102.31;19.03;-0.44
11.7083;4517.69;31.73;-0.36
14.5016;4976.65;15.76;0
16.7723;4984.84;23.26;-0.41
12.4605;4651.09;27.42;0.27
22.5048;4902.32;36.85;-0.45
10.4426;3673.14;28.22;0.2
19.9507;4953.6;28.08;0.43
18.417;4927.02;35.54;-0.03
14.4268;4969.08;21.49;-0.08
8.27686;2558.89;43.42;-0.41
23.6752;4984.43;17.83;-0.34
15.5963;4778.36;42.46;0.21
7.63903;1528.46;5.61;0.39
18.4268;4781.53;44.79;-0.22
13.7983;4740.95;40.98;0.06
25.3404;4897.05;34.91;0.32
9.78903;3341.44;22.03;0.45
9.0417;3126.32;31.88;-0.31
24.6872;4845.36;41.13;-0.34
25.0827;4986.66;8.42;-0.34
25.608;4937.51;34.4;-0.05
3.00162;70.1753;25.69;0.18
18.3475;4985.17;24.75;-0.44
16.3148;4960.23;21.58;-0.36
24.0111;4986.93;9;-0.03
14.6047;4722.08;34.13;0.23
13.8621;4428.8;38.66;0.34
4.94131;587.605;44.88;0.47
20.8203;4899.76;37.71;-0.17
3.13354;72.5603;10.72;-0.1
14.7733;4985.08;6.45;-0.01
8.81936;2610.8;19.01;-0.13
20.2901;4912.65;39.77;-0.25
20.5096;4985.31;19.47;-0.23
20.3121;4983.23;25.19;-0.49
17.5151;4984.73;23.91;-0.16
20.4093;4986.78;10.51;-0.08
16.3082;4985.99;16.25;-0.37
17.1577;4861.38;44.93;-0.2
9.58988;3144;16.4;0.16
21.6992;4986.67;16.01;-0.16
5.1626;656.948;44.43;-0.23
9.56834;3668.13;20.19;-0.36
9.01877;2933.99;12.57;-0.33
4.91342;494.732;35.3;-0.06
11.4113;4577.36;20.04;-0.21
10.3097;3989.45;36.01;-0.27
19.2347;4986.47;8.26;-0.13
13.4013;4965.55;19.7;0.11
18.863;4986.51;7.4;0.2
16.4942;4978.54;23.26;-0.25
19.7606;4957.66;35.86;-0.09
18.6827;4961.66;35.03;0.48
21.4014;4801.47;41.78;0.21
12.862;4576.33;30.35;0.44
23.1643;4985.78;16.47;-0.37
11.9318;4318.5;31.18;0.27
22.3243;4905.06;33.35;0.17
10.6173;4241.96;18.71;-0.19
5.56694;751.987;23.64;-0.37
8.0339;2169.28;43.93;-0.12
11.2948;4233.73;30.24;0.02
3.50975;119.688;6.45;-0.1
3.16842;119.973;41.47;-0.17
18.941;4985.5;12.21;0.15
6.14856;861.125;14.22;-0.1
5.37291;629.342;27.86;0.33
11.1639;4460.62;19.83;-0.07
13.2547;4983.11;5.85;-0.22
4.15686;252.149;24.03;0.21
20.024;4880.46;38.77;-0.33
7.97052;1888.06;13.53;-0.14
3.72383;203.947;18.71;-0.44
15.6111;4794.1;34.15;-0.17
17.7214;4937.46;33.77;-0.3
17.7051;4983.99;19.89;-0.14
21.4452;4964.3;22.28;-0.38
11.792;4551.34;29.69;0.07
20.2764;4986.04;20.28;-0.03
20.7448;4950.45;31.62;0.06
17.0091;4587.84;41.12;0.44
11.3431;4004.3;43.06;0.23
18.6063;4885.87;33.01;0.29
20.4711;4982.8;19.86;0.21
5.19332;579.368;32.4;-0.03
6.56899;1235.61;43.65;0.16
6.39226;1176.54;27.95;-0.35
7.92357;1759.97;8.8;-0.01
16.2049;4981.45;23.37;0.31
5.87744;1150.03;43.39;-0.46
8.66168;2632.81;30.35;-0.22
6.86634;1337.71;27.67;-0.13
12.6065;4980.79;9.24;-0.22
8.07784;2187.54;42.41;0.21
3.13199;75.8922;14.44;-0.05
4.07221;290.883;33.24;-0.19
18.1079;4985.97;16.8;-0.47
11.8385;4117.41;31.06;0.45
22.466;4956.42;28.81;-0.38
13.1561;4793.19;36.34;-0.35
6.49209;974.212;10.39;0.5
10.0796;3492.27;6.67;0.33
19.7249;4956.96;30.74;-0.28
10.4825;4268.22;6.62;-0.21
21.4356;4986.67;5.45;0.14
3.37233;104.262;18.7;0.08
20.3695;4897;33.07;0.33
13.3092;4962.85;15.03;0.41
16.5109;4956.52;26.25;0.07
22.5078;4987.04;13.05;-0.08
3.9808;260.495;42.49;0.2
6.5305;1005.14;18.56;0.15
9.86117;3330.48;14.97;0.25
12.9698;4394.67;38.29;0.14
21.8931;4986.99;16.49;-0.31
11.8392;4840.84;12.58;0.5
20.3114;4978.92;24.31;-0.31
20.2017;4974.68;22.8;-0.44
9.11682;3177.22;21.77;-0.38
4.52055;385.933;25.96;-0.25
19.4483;4986.52;5.88;-0.23
18.1241;4986.61;9.42;-0.01
9.46424;3112.36;27.48;0.48
15.0916;4777.28;37.74;0.47
14.4547;4944.41;24.28;0.11
20.869;4986.74;16.85;-0.27
23.774;4867.87;39.65;0.06
13.5456;4893.36;25.07;0.38
15.1845;4974.5;18.48;0.42
19.1936;4986.66;7.4;-0.1
3.74683;169.334;11.96;-0.21
23.83;4884.77;41.56;0.04
13.5089;4448.34;33.85;0.46
9.09668;3286.21;43.81;-0.42
17.149;4984.97;15.55;-0.17
4.73285;386.524;23.3;0.46
4.89525;444.262;26.57;0.01
11.4866;4976.84;5.67;-0.29
12.8236;4800.97;25.52;-0.15
7.78068;1992.52;29.35;-0.18
4.72474;367.265;16.17;-0.02
8.82907;2565.85;23.11;0.14
24.2909;4672.63;44;-0.11
12.547;4979.33;11.48;-0.42
22.3683;4873.53;40.84;-0.06
22.9077;4960.66;26.33;0.38
12.4491;4439.2;39.24;0.11
21.6869;4976.86;25.7;-0.35
16.1478;4707.65;41.78;-0.02
11.2575;4657.92;10.52;0.21
18.3166;4981.39;17.59;0.02
20.3193;4986.34;8.72;0.1
11.7888;4510.66;32.91;-0.28
6.97339;1242.84;16.48;-0.01
3.33907;173.6;41.57;0.41
21.2832;4985.58;22.11;-0.49
21.8615;4897.19;42.83;-0.45
30.0176;3212.4;34.18;-0.45
6.68427;1330.34;39.72;0.46
21.2623;4986.24;12.22;-0.12
17.5878;4986.05;19.92;-0.19
15.9784;4985.44;9.95;-0.19
14.1461;4612.33;37.13;0.39
3.94136;228.161;35.59;-0.02
3.62582;137.265;11.22;0.15
3.06552;59.6559;7.09;0.07
16.152;4984.4;20.23;-0.39
4.69275;444.262;14.02;-0.42
24.5648;4986.65;6.68;-0.33
8.87425;2485.87;8.18;-0.06
22.5332;4982.89;18.66;0.26
10.6481;3844.59;43.52;-0.09
17.9892;4799.31;40.13;-0.05
21.8103;4983.65;19.28;0.5
23.6878;4983.44;21.04;-0.44
18.8039;4825.37;44.86;-0.4
9.52758;3348.79;19.6;-0.31
12.836;4745.8;17.28;0.09
9.87327;3434.26;18.02;0.45
19.3571;4895.4;30.76;0.22
7.30711;1828.08;26.93;-0.5
23.8719;4983.1;17.64;0.42
25.4122;4871.49;43.79;0.01
4.40748;302.869;19.58;0.13
15.774;4986.08;17.29;-0.25
10.2466;3760.86;25.51;-0.1
17.4528;4900.15;40.75;0.15
18.1056;4972.41;28.57;-0.16
15.899;4985.32;11.5;0.02
4.25627;273.527;16.67;-0.19
6.92798;1175.75;13.62;0.21
14.0789;4983.56;12.37;-0.03
16.1948;4712.67;44.54;-0.3
21.4765;4909.61;38.05;-0.08
20.1635;4936.16;32.86;-0.17
24.302;4943.89;34.98;0.01
3.0236;76.8013;26.83;-0.15
21.5026;4950.2;29.91;0.22
16.477;4974.28;20.06;0.46
19.7392;4981.61;20.74;0.46
17.1744;4728.29;34.27;0.07
15.3955;4927.86;34.94;0.41
24.1427;4969.85;23.05;0.33
12.3061;4514.18;24.13;0.43
6.9055;1341.13;42.14;0.35
24.6252;4904.29;32.23;-0.11
17.5637;4977.38;21.47;0.07
16.3466;4951.02;30.98;0.04
23.9794;4987.04;9.2;-0.09
19.6561;4976.29;26.56;0.15
13.3772;4819.29;26.44;0.47
23.1919;4986.36;18.5;-0.39
6.57609;1491.18;40.3;-0.41
11.1379;4612.66;15.06;-0.18
15.9148;4836.07;32.76;0.36
21.5795;4986.49;9.59;-0.39
9.97591;3571.15;15.36;-0.04
21.2921;4986.72;11.22;-0.05
8.62509;2800.72;22.05;-0.46
5.37639;668.819;7.75;-0.45
3.95818;234.367;34.67;0.43
12.7512;4446.49;35.41;-0.12
19.6439;4986.4;18.47;-0.11
19.1856;4985.21;14.99;-0.15
20.2562;4880.96;41.55;-0.29
6.01877;996.593;26.38;-0.37
4.03039;288.905;22.06;-0.47
19.3505;4986.57;11.38;-0.18
20.6959;4926.24;33.99;-0.08
25.3686;4948.71;28.09;0
20.7027;4947.23;32.33;-0.13
9.24214;3018.64;13.29;-0.23
6.69701;1146.19;26.39;-0.03
14.108;4983.65;7.08;0.33
17.4292;4977.55;20.02;0.09
13.0123;4976.45;11.29;-0.17
9.65644;3826.84;32.98;-0.48
25.1364;4975.14;20.43;0.05
24.6536;4867.05;36.8;0.17
7.80428;1662.92;12.58;0.39
3.8301;233.412;38.97;0.49
24.5927;4981.37;17.92;0.11
12.4951;4469.96;25.08;-0.06
17.2937;4957.19;26.13;-0.2
23.0421;4986.46;13.42;-0.46
16.5468;4850.48;30.06;0.07
19.3393;4961.55;29.66;-0.06
24.531;4986.9;12.14;-0.26
19.3287;4985.54;24.75;-0.4
17.4251;4833.1;34.77;0.36
16.8164;4873.42;42.03;0.11
17.6801;4875.52;33.51;0.11
13.6671;4966.71;20.18;-0.02
21.0234;4890.83;38.01;0.21
7.87861;2415.91;42.96;-0.47
7.52917;1651.11;31.57;0.26
7.71718;1673.68;21.33;0.27
19.8852;4983.3;19.03;0.48
23.0332;4986.78;5.09;-0.34
19.5175;4985.57;10.7;-0.04
11.4055;4202.58;35.14;-0.06
13.4376;4649.58;43.89;0.23
24.6705;4935.64;27.06;-0.17
4.10365;277.407;40.62;0.15
15.3387;4980.63;17.85;-0.23
4.6445;438.499;41.9;0.48
8.55305;2798.67;25;-0.47
13.7214;4778.58;35.71;0.19
3.68193;199.469;19.27;-0.43
8.94405;3073.62;39.03;-0.19
5.45976;602.114;14.07;-0.14
22.885;4984.86;17.94;-0.36
8.47455;2637.22;15.91;-0.45
24.165;4915.03;29.92;-0.48
8.30389;2093.92;18.71;0.32
20.7684;4777.56;44.05;0.4
7.46484;1546;14.75;-0.12
17.7711;4986.24;17.14;-0.14
16.3226;4984.82;18.16;-0.2
12.345;4585.4;24.63;0.39
20.0225;4689.01;43.14;-0.35
9.01029;3219.91;37.54;-0.32
4.07691;228.26;23.88;0.13
23.3438;4959.18;26.01;-0.34
20.7371;4986.85;6.14;0.02
15.4924;4979.08;21.23;0.34
4.49344;366.118;21.52;-0.26
9.06694;2806.45;24.84;0.48
24.2044;4860.87;37.58;0.05
20.7414;4965.07;24.86;0.47
3.81443;285.628;43;-0.49
22.2872;4948.46;30.51;-0.41
5.09346;510.366;14.64;-0.27
3.02373;81.4861;10.5;-0.39
17.0713;4943.46;28.47;-0.29
10.4187;4222.13;16.97;-0.27
20.2914;4986.93;18.21;0.02
21.7912;4961.72;30.83;0.1
18.4548;4780.65;41;-0.21
12.0828;4169.14;41.29;-0.04
8.55447;2662.51;43.18;0.1
14.5766;4626.97;39.46;-0.1
15.7716;4973.81;19.79;-0.11
22.8108;4938.4;29.55;0.03
7.09142;1310.26;22.24;0.19
15.8172;4986.06;9.73;0.02
14.5152;4982.59;14.42;-0.22
14.2297;4961.38;20.44;0.15
20.1331;4985.17;22.71;-0.01
6.96885;1285.24;23.63;0.45
3.30165;153.659;41.13;-0.36
13.4914;4547.97;31.55;-0.35
8.02464;2561.41;38.12;-0.48
9.59117;3176.08;43.83;0.1
21.5755;4973.72;23.79;0.48
6.29602;1140.44;41.63;-0.3
18.4203;4983.77;13.05;0.27
12.717;4947.54;12.07;0.13
12.474;4872;18.4;0.18
18.4646;4986.72;8.1;0.01
16.2052;4985.27;12.25;-0.25
7.62867;1523.31;5.17;0.18
8.05242;1801.07;8.14;0.18
18.0401;4986.18;8.59;-0.13
5.29408;511.773;10.27;0.05
6.9836;1455.38;34.92;0.42
8.42163;2185.27;5.82;-0.17
23.2618;4985.63;19.24;-0.31
22.6885;4889.77;40.18;0.22
18.8544;4974.44;24.79;-0.31
11.9241;4530.98;22.88;0
24.6753;4959.62;31.36;0.4
3.13593;90.686;32.91;0.2
23.0492;4811.17;40.64;-0.03
11.5387;4348.48;41.15;0.12
5.4308;615.923;32.43;0.15
10.6541;3973.57;30.41;0.01
24.2101;4982.24;21.16;0.18
23.1831;4903.34;33.77;-0.22
19.9305;4846.23;43.03;0.44
12.637;4362.92;41.08;0.32
10.0263;3409.45;40.56;-0.04
12.2484;4878.01;17.34;-0.3
3.94329;188.861;13.34;0.36
14.4201;4983.6;8.45;0.47
4.2665;298.716;29.71;0.38
5.43298;632.704;30.07;0.1
12.389;4414.69;27.01;0.43
5.15897;660.84;25.94;-0.48
17.6604;4939.37;35.69;-0.09
25.582;4914.27;33.93;-0.25
8.41344;2222.5;19.47;-0.08
8.9337;2742.4;32.32;0.13
11.1413;4293.37;41.11;-0.29
6.22823;1011.1;34.05;0.08
23.7953;4986.75;6.85;-0.26
15.8246;4984.72;8.95;-0.03
5.27052;507.217;12.95;0.32
25.3098;4915.31;32.09;0.38
12.2453;4966.12;10.85;-0.17
3.10244;113.146;21.48;-0.5
21.1677;4985.62;19.6;0.25
22.5792;4986.82;5.69;0.43
5.1099;557.029;30.12;-0.22
24.6511;4985.25;14.7;0.08
4.36593;373.182;39.69;-0.06
20.0151;4980.37;22.91;0.45
17.8115;4986.32;14.97;0.06
20.3882;4986.19;16.3;0.11
10.6971;4154.85;16.7;0.32
23.9509;4830.96;38.12;0.26
23.9231;4979.54;23.6;0.5
9.111;2569.62;6.38;0.23
22.6857;4873.69;41.11;-0.03
10.5494;3688.45;35.66;-0.2
4.04388;332.024;31.52;-0.43
4.13857;220.49;10.06;0.16
11.9537;4908.26;11.98;0.47
14.9173;4424.87;42;0.38
17.5899;4980.32;25.17;0.02
16.0941;4799.88;35.53;0.43
13.4158;4546.54;44.9;0.08
15.4572;4798.22;43.24;0.37
5.61336;647.392;21.82;0.34
15.2409;4984.78;15.08;-0.38
26.1079;4803.58;44.17;-0.48
8.20242;2120.51;15.84;-0.2
20.9701;4963.3;30.29;0.04
9.14889;2598.09;5.06;0.19
18.7779;4857.13;43.35;-0.3
18.0129;4986.1;9.78;-0.31
3.80095;274.303;37.86;-0.48
16.64;4985.43;7.86;-0.02
17.8756;4928.63;33.68;0.19
10.2017;3661.93;29.84;0.49
17.5406;4985.88;6.05;0.02
20.9639;4987;6.14;-0.3
10.8702;4520.37;10.01;-0.12
4.47378;433.41;42.7;-0.33
18.2438;4889.52;39.59;-0.45
11.6733;4808.18;9.63;0.48
11.8389;4307.95;38.8;-0.1
20.4078;4981.16;24.09;-0.24
5.44995;802.261;33.44;-0.44
20.2106;4833.49;41.96;0.29
15.8982;4984.08;12.93;-0.09
10.9635;4357.03;27.73;-0.15
13.0447;4973.24;8.07;0.45
11.417;4685.04;21.11;-0.36
3.83144;183.691;20.79;0.02
12.4658;4491.39;43.28;-0.23
10.405;3555.03;37.31;-0.04
4.0133;231.28;7.33;-0.32
6.31122;949.256;16.12;-0.09
12.0032;4422.64;34.96;0.45
14.1081;4857.38;23.39;-0.18
8.90099;2666.69;28.79;0.35
15.9217;4830.17;34.7;0.46
5.29321;501.121;9.47;0.21
22.4973;4947.98;31.07;0.19
11.7483;4754.77;14.68;0.16
25.2627;4972.5;23.54;0.04
19.835;4867.15;44.75;-0.32
11.8409;4797.81;11.89;-0.11
25.3567;4919.03;36.49;0.16
20.1474;4986.25;16.43;0.28
11.4776;4679.68;22.01;-0.31
5.63592;749.136;35.4;0.49
5.80538;808.48;33.05;-0.07
8.46698;2462.8;9.44;-0.37
10.5433;3810.01;23.62;0.17
13.4836;4969.41;18.6;-0.29
6.54324;996.473;14.22;0.31
13.1286;4938.35;17.36;0.25
3.12658;121.325;31.75;-0.35
23.0571;4934.72;33.68;0.12
18.3409;4880.17;37.58;0.08
7.60496;1811.8;17.49;-0.32
17.7312;4985.74;7.32;-0.29
3.11941;85.4993;14.67;-0.3
5.63519;827.854;44.88;0.23
8.93285;3010.12;34.37;-0.16
4.92117;415.762;16.97;0.36
13.2326;4385.51;41.91;0.15
16.5306;4846.53;43.92;-0.33
10.7985;4131.89;21.3;-0.22
13.6174;4979.66;16.31;-0.45
6.11352;913.036;30.34;0.29
11.5679;4770.8;14.73;-0.03
17.6128;4957.32;31.74;-0.12
21.0432;4837.29;43.91;-0.06
3.33742;149.128;39.68;0.09
6.41048;1003.54;23.14;0.44
22.4958;4763.54;39.09;0.31
17.0852;4984.91;20.9;0.4
9.09602;3044.17;33.42;-0.21
25.7152;4817.87;41.43;0.39
8.42183;2382.62;14.19;-0.31
5.18302;509.204;11.17;-0.14
22.8516;4839.93;44.88;-0.21
16.9328;4924.2;32.13;-0.2
