Average wind speed (m/s);Average tip deflection out-of-plane (m);Average tip deflection in-plane (m);Input turbulence intensity (%);Input alpha
14.2324;3.1361;-0.421714;24.22;-0.06
5.33764;1.84914;-0.174622;44.12;0.11
23.451;0.633142;-0.168909;36.73;0.21
12.8514;3.78955;-0.482716;23.2;0.29
20.5339;0.984806;-0.229106;40.14;-0.48
10.23;3.90694;-0.459077;33.16;-0.31
18.1966;1.87979;-0.308092;36.7;-0.04
21.732;0.882915;-0.206018;30.08;-0.34
17.404;1.78663;-0.31302;6.89;-0.42
22.9196;0.572794;-0.175187;18.05;-0.46
15.1385;2.57177;-0.374501;30.15;0.45
17.4887;1.87973;-0.316976;5.61;-0.33
12.0978;4.41389;-0.536424;9.29;-0.01
17.3177;1.97215;-0.320466;25.28;-0.11
18.6915;1.45346;-0.278743;9.38;-0.44
10.4093;3.82503;-0.461922;42.85;-0.39
11.8538;3.83253;-0.4662;28.86;0.02
5.25818;1.88034;-0.174231;15.29;-0.26
21.7381;1.02453;-0.206923;6.44;0.2
23.1687;0.825316;-0.174553;8.32;0.01
12.2796;3.83869;-0.485634;36.95;0.32
7.68002;3.05955;-0.322344;30.26;0.48
16.2066;2.44691;-0.364974;42.21;-0.01
9.75384;4.49338;-0.499652;20.76;-0.36
10.8863;4.74195;-0.551769;18.14;-0.37
19.5683;1.47144;-0.255246;37.59;-0.1
15.174;2.26112;-0.343475;39.65;-0.4
9.68685;4.23713;-0.486716;44.11;-0.49
16.5443;2.25686;-0.348815;10.71;-0.15
22.1716;0.74795;-0.196013;43.03;-0.31
10.2211;4.60101;-0.505341;11.96;0.38
9.99917;4.68697;-0.518659;17.92;-0.28
21.1602;1.0423;-0.217552;29.02;-0.26
23.5169;0.517208;-0.15465;44.02;0.34
20.1362;1.21726;-0.242403;34.95;-0.26
23.8178;0.705755;-0.158679;5.69;-0.14
10.0494;4.04483;-0.457687;26.24;0.21
17.5419;1.91223;-0.307335;31.24;-0.13
22.0865;0.906117;-0.199835;14.64;-0.3
19.3565;1.32151;-0.261657;16.74;-0.41
11.4721;4.28442;-0.528308;15.62;-0.42
9.49414;4.34752;-0.468783;17.77;-0.11
13.0737;3.72543;-0.481518;7.11;0.08
13.9497;3.07902;-0.426705;25.98;0.38
18.1922;1.71386;-0.294496;28.08;0.13
14.3066;2.99953;-0.412705;33.53;0.2
24.8553;0.360413;-0.133867;29.55;0.29
23.0686;0.833037;-0.177336;5.05;-0.13
14.2006;3.01934;-0.413229;38.34;0.02
14.2925;3.02952;-0.416466;24.18;-0.21
21.067;0.951278;-0.217578;30.66;-0.41
6.04534;2.18063;-0.209063;6.26;-0.06
21.9235;0.81862;-0.193482;11.41;0.41
15.9228;2.37976;-0.365561;9.13;0.38
13.9704;3.20923;-0.438045;15.15;-0.11
12.069;3.96118;-0.494961;25.4;-0.25
16.8093;1.99222;-0.331372;22.33;-0.34
5.92274;2.16448;-0.208137;5.86;-0.19
22.8684;0.481956;-0.16493;40.4;0.44
25.0314;0.229698;-0.113038;35.27;0.38
22.9624;0.584587;-0.165068;29.99;0.37
13.452;3.38455;-0.458135;10.71;0.43
19.826;1.15723;-0.243763;31.38;0.45
16.6529;2.26795;-0.348162;8.2;-0.04
20.3767;1.31624;-0.244334;20.09;-0.15
16.2484;2.22883;-0.351928;14.94;-0.33
21.4995;1.05192;-0.222416;32.27;0.14
3.33539;1.08443;-0.0856179;33.79;0.37
17.5874;1.83065;-0.302986;41.73;0.26
17.2877;1.72834;-0.314768;25.68;-0.46
4.98588;1.82451;-0.171975;37.05;-0.26
4.97483;1.67965;-0.153041;31.39;0.35
19.1695;1.56437;-0.272503;11.75;0.18
17.7936;1.82361;-0.30947;11.27;-0.29
16.9809;1.99662;-0.329351;30.44;-0.38
4.4822;1.61635;-0.146912;36.74;-0.31
3.52216;1.13841;-0.0892115;9.52;-0.06
24.5667;0.562503;-0.142344;13.53;-0.09
8.46685;3.5896;-0.385137;38.43;0.02
19.2555;1.38694;-0.26434;16.5;-0.37
7.18098;2.82165;-0.294522;42.4;0.34
24.9763;0.315419;-0.124123;28.84;-0.27
8.75715;3.86463;-0.407813;5.24;-0.16
6.11666;2.18361;-0.213828;23.79;0.38
4.02044;1.40864;-0.119733;19.43;-0.38
23.3443;0.646029;-0.171283;33.54;-0.13
22.5424;0.850238;-0.186451;10.67;0.22
19.9172;1.40754;-0.255133;6.88;-0.2
20.6201;1.2161;-0.236846;10.48;-0.26
20.4917;1.09066;-0.231077;18.01;0.41
9.283;3.8701;-0.424785;28.79;0.4
12.9569;3.60859;-0.463764;27.59;-0.02
6.3629;2.26921;-0.224241;7.83;0.41
4.63951;1.58918;-0.141552;33.87;-0.04
18.114;1.5884;-0.291502;35.78;0.42
13.3639;3.19667;-0.42351;35.76;-0.17
4.92183;1.67829;-0.152569;27.48;0.23
23.2175;0.608986;-0.166543;36.54;-0.18
20.5239;1.29249;-0.239656;14.97;0.13
20.3059;1.318;-0.243751;23.46;0.1
13.5123;3.34148;-0.444034;31.34;0.11
18.8472;1.52073;-0.277212;8.37;0.41
4.22325;1.42966;-0.124002;29.4;-0.09
20.403;1.29697;-0.24301;22.42;0.06
18.3239;1.76289;-0.297196;22.9;-0.16
3.43352;1.18103;-0.0955197;19.65;-0.36
18.0659;1.87717;-0.306306;15.42;-0.02
16.6041;2.20545;-0.3466;12.51;0.32
14.722;2.82052;-0.402847;41.48;-0.08
16.0652;2.5179;-0.368358;37.56;-0.01
5.63177;2.01773;-0.195917;40.03;0
14.4501;2.79696;-0.387993;42.67;0.06
8.20512;3.59687;-0.387452;31.34;-0.29
13.6038;3.21427;-0.442074;16.95;-0.28
18.2365;1.72826;-0.29593;17.65;0.33
14.939;2.45915;-0.381999;24.51;-0.49
14.5904;2.92462;-0.410994;32.7;-0.06
20.6337;1.1914;-0.234103;17.29;0.26
16.3013;2.25298;-0.345367;33.09;-0.15
18.2523;1.76361;-0.298258;14.59;-0.19
3.32891;1.12;-0.0881556;10.39;-0.32
5.74507;2.03925;-0.198312;36.35;0.26
23.6086;0.582739;-0.160828;13.75;-0.35
19.4623;1.29282;-0.249977;40.48;0.43
18.8784;1.57934;-0.280313;14.82;0.36
8.56074;3.70162;-0.398171;38.87;0.08
24.1396;0.454602;-0.147977;24.8;-0.37
21.5702;1.01169;-0.211934;29.08;0.09
14.0411;3.18983;-0.434522;21.87;-0.06
24.8856;0.399152;-0.128323;14.02;-0.31
17.8384;1.93255;-0.312529;9.64;0.1
14.8979;2.74738;-0.398624;12.97;-0.21
23.1957;0.634412;-0.165418;39.23;0.33
22.371;0.782481;-0.186837;35.5;0.3
16.1418;2.18035;-0.350185;22.51;-0.39
21.1576;1.01339;-0.218681;25.5;0.4
8.54808;3.98509;-0.430064;27.07;-0.44
19.2507;1.43323;-0.268315;40.07;0.24
25.028;0.394737;-0.121452;44.81;0.11
10.2731;3.98217;-0.45722;31;0.1
15.6662;2.51882;-0.37;33.64;0.25
24.6519;0.303419;-0.124368;41.12;0.07
3.44434;1.12379;-0.0881445;18.88;-0.02
6.93063;2.62831;-0.267367;24.74;0.18
10.2119;4.80458;-0.517454;7.32;0.07
16.1542;2.41918;-0.36432;5.81;0.18
18.7792;1.5399;-0.279931;25.21;-0.29
13.83;3.36269;-0.4501;16.74;0.27
24.8868;0.514343;-0.13187;9.38;0.08
22.8125;0.675382;-0.178948;31.43;-0.31
7.85352;3.18108;-0.338995;37.49;-0.1
5.25573;1.81637;-0.167464;13.63;0.03
13.9336;2.94686;-0.416693;32.65;-0.32
16.1749;2.08659;-0.333717;43.58;-0.42
13.6077;3.12821;-0.424669;44.56;0.21
22.9417;0.756626;-0.178355;15.57;-0.29
18.3446;1.75104;-0.297069;10.25;-0.2
14.6511;2.90545;-0.406182;39.71;0.16
17.762;1.72127;-0.301075;37.18;-0.33
20.7807;1.19715;-0.232563;29.33;0.01
7.62572;3.20415;-0.337108;26.06;-0.28
20.8622;1.22275;-0.230754;10.51;-0.14
20.3789;1.35004;-0.245405;11.22;0
7.98241;3.28563;-0.348301;35.96;0.05
5.57969;1.94651;-0.182055;8.84;-0.01
20.0162;1.32835;-0.249302;18.13;0.26
10.5392;4.5393;-0.508368;14.42;0.08
15.2911;2.72798;-0.389544;27.27;-0.06
5.99058;2.24738;-0.222305;35.37;-0.18
24.7429;0.443372;-0.132928;16.54;0.24
21.857;0.734429;-0.189878;30.24;0.44
15.5316;2.5313;-0.379361;6.69;0.36
12.8737;3.77137;-0.484392;17.93;0.37
3.30461;1.102;-0.0889181;44.3;0.13
13.4298;3.5543;-0.466685;17.31;0.23
16.5322;2.29409;-0.35118;19.59;0.04
11.3061;4.53807;-0.535921;17.63;-0.23
18.5982;1.57978;-0.282757;18.14;0.38
7.76401;3.19217;-0.333101;25.76;-0.11
21.2417;1.12684;-0.219939;10.4;-0.2
8.64792;3.89774;-0.424531;37.38;-0.3
12.6012;3.41654;-0.431204;35.06;0.16
8.92716;3.81914;-0.404209;5.76;0.12
24.7734;0.394252;-0.133598;10.56;-0.38
7.98314;3.23003;-0.337503;20.57;0.03
21.079;1.03634;-0.219465;7.16;-0.36
17.8093;1.85368;-0.308879;40.04;-0.15
7.93165;3.30992;-0.350729;39.08;0.02
17.6655;1.77433;-0.304257;37.6;0.38
21.4732;0.909302;-0.209916;32.69;-0.29
24.7963;0.441536;-0.133972;30.19;-0.16
5.28212;1.81653;-0.167387;11;0.08
21.2965;1.05638;-0.22154;37.57;-0.35
21.0593;0.993989;-0.22055;16.42;-0.38
9.60862;4.17511;-0.456312;17.57;0.44
13.6034;3.20365;-0.426436;32.71;0.05
18.0187;1.67016;-0.286362;39.02;0.29
3.09784;0.994032;-0.0763793;31.16;0.43
8.67582;3.62303;-0.39194;36.63;-0.11
16.0699;2.31611;-0.36003;10.07;-0.29
5.32878;1.94014;-0.182255;25.09;-0.22
14.8916;2.86571;-0.406938;12.15;0
18.2552;1.55846;-0.279976;32.58;-0.28
18.1515;1.63887;-0.294649;15.25;0.45
20.5302;1.18394;-0.237651;23.38;-0.31
7.10704;2.72011;-0.279092;26.61;0
11.4887;3.74415;-0.47031;41.07;-0.42
23.2558;0.734761;-0.173748;29.88;0.03
9.11616;4.4441;-0.478725;5.17;-0.45
11.2746;4.97283;-0.569164;7.18;-0.04
13.7593;3.24777;-0.43526;36.63;0.1
10.2674;4.73837;-0.516873;8.25;0.42
7.00461;2.72764;-0.277662;13.72;-0.2
20.2881;1.23168;-0.243293;40.87;-0.21
16.78;2.17343;-0.342329;24.86;0.25
12.8215;3.46869;-0.46755;6.18;-0.38
9.20317;3.85363;-0.422642;34.02;0.08
24.9889;0.429382;-0.127688;18.93;0.12
16.2598;2.28845;-0.355902;18.75;-0.25
10.4933;3.79906;-0.452593;43.4;-0.29
9.64557;3.61342;-0.413117;38.5;-0.04
8.72397;3.64505;-0.387102;12.45;0.34
5.08715;1.7686;-0.163835;30.82;0.01
16.2669;2.38724;-0.361117;25.47;0.21
22.5816;0.88965;-0.185077;38.67;-0.02
14.093;3.04511;-0.427905;16.82;0.42
3.19474;1.12614;-0.091978;40.34;-0.37
10.7608;4.14025;-0.489869;34.45;-0.26
9.16558;3.73303;-0.412068;36.36;-0.1
7.69849;3.03476;-0.315939;25.92;0.21
18.1447;1.58732;-0.292243;19.25;-0.44
24.8214;0.406952;-0.138124;34.14;-0.12
21.1508;0.962754;-0.218955;7.06;-0.43
9.10311;4.15064;-0.448372;21.97;-0.2
5.68772;2.0814;-0.201624;33.68;-0.19
19.2348;1.31454;-0.264658;23.52;-0.41
4.15565;1.3425;-0.113917;12.75;0.36
10.9982;3.91323;-0.469629;31.91;0.5
20.6113;1.10821;-0.232632;8.13;-0.39
13.993;3.2367;-0.441157;8.82;0.25
19.2161;1.47315;-0.27396;37.55;-0.17
19.8964;1.28078;-0.248193;5.85;0.39
15.8004;2.23463;-0.337492;40.88;-0.35
21.4119;1.01071;-0.210983;37.76;0.15
6.83591;2.596;-0.266567;32.41;0.34
10.3568;4.57877;-0.509424;15.67;0.44
20.9793;1.13445;-0.221891;29.37;-0.14
18.9059;1.5866;-0.282261;33.56;0.09
24.611;0.383246;-0.137642;14.44;-0.4
15.5845;2.55549;-0.378592;16.91;-0.13
17.6064;1.72405;-0.308258;24.57;-0.4
19.3456;1.40904;-0.267517;32.3;-0.01
5.86571;2.15007;-0.212421;44.56;-0.25
20.1359;1.24247;-0.245109;39.76;-0.15
15.8989;2.35335;-0.364238;17.17;0.45
11.5839;4.87332;-0.566931;10.75;0.25
22.9244;0.707941;-0.185363;38.05;0.07
5.00924;1.8634;-0.174867;25.79;-0.39
25.5791;0.155538;-0.111031;40.29;0.34
4.37412;1.48807;-0.13039;31.86;0.17
15.8838;2.3571;-0.346742;43.01;0.26
21.7409;1.0675;-0.215039;19.11;0.07
25.0267;0.467257;-0.123562;13.63;0.04
15.4611;2.60786;-0.383269;26.98;0.32
21.7539;1.04256;-0.209141;6.72;-0.19
24.3212;0.57201;-0.142118;15.1;-0.04
11.2153;3.41993;-0.427814;41.46;-0.43
8.7031;3.98279;-0.423695;9.3;-0.34
18.3262;1.78902;-0.297536;11.12;-0.13
12.864;3.33895;-0.442218;37.32;-0.21
23.7016;0.560788;-0.157019;26.64;0.23
5.83998;2.14203;-0.206366;22.92;-0.2
16.8979;1.99467;-0.323179;42.76;0.21
22.1247;1.00471;-0.201083;10.55;-0.05
22.1121;0.768551;-0.195503;29.3;-0.37
14.5158;2.95548;-0.41611;16.05;-0.1
23.3814;0.522571;-0.16423;32.63;0.36
13.0835;3.60804;-0.46468;23.75;0.32
9.16332;3.59025;-0.403269;39.89;0.46
5.59168;2.13547;-0.207056;19.75;-0.4
6.73248;2.51281;-0.25303;27.36;0.03
4.18885;1.36295;-0.119085;41.75;0.4
4.23262;1.44168;-0.124774;25.37;-0.19
20.9854;1.00646;-0.219628;23.49;-0.36
21.5551;0.896575;-0.202013;34.07;0.34
10.4845;4.93097;-0.541333;10.21;-0.07
16.8928;2.12414;-0.335743;24.41;-0.11
15.4508;2.53475;-0.37357;32.74;0.02
20.0132;1.24208;-0.244087;11.02;0.39
21.0645;1.06871;-0.221767;11.45;-0.32
7.55436;3.35888;-0.360401;38.42;-0.48
16.0311;2.44773;-0.366245;18.13;-0.02
13.8949;2.75011;-0.401873;38.63;-0.49
7.47819;2.93966;-0.30467;31.45;0.33
16.8144;1.85703;-0.320937;29.2;-0.44
15.0059;2.57958;-0.387875;28.37;-0.33
23.5727;0.46502;-0.151069;14.07;0.44
19.5787;1.4414;-0.258014;35.67;0.08
15.6172;2.50798;-0.376957;26.12;-0.24
13.6901;3.28836;-0.441111;29.8;0.47
5.30551;1.82596;-0.169833;28.24;0.13
12.4223;3.75956;-0.48458;28.46;-0.27
16.3111;2.38877;-0.35818;19.55;-0.08
4.99311;1.83113;-0.169959;22.65;-0.41
10.4782;4.70743;-0.519592;13.86;0.06
8.82703;3.76938;-0.401641;20.81;0.15
13.9956;3.2599;-0.441377;18.24;0.02
22.0225;0.722241;-0.188702;32.42;0.49
16.1477;2.35671;-0.361142;26.87;-0.2
23.5945;0.674944;-0.162274;9.63;-0.26
4.9644;1.87575;-0.177602;39.65;-0.38
22.7669;0.848639;-0.18277;15.86;0.02
14.9562;2.76202;-0.40132;21.36;0.39
24.8964;0.453998;-0.132878;22.59;-0.13
3.2762;1.0652;-0.0838624;20.42;0.01
22.3986;0.848367;-0.187969;14.19;0.24
7.7865;3.04099;-0.317607;16.77;0.3
22.356;0.641705;-0.189714;34.59;-0.46
11.6096;4.1657;-0.511544;21.3;-0.31
14.4951;3.03174;-0.421465;9.62;0.04
13.1575;3.64121;-0.474234;9.17;-0.04
13.6159;3.34379;-0.439814;28.52;0.01
10.3282;4.21398;-0.500881;24.26;-0.5
21.1855;1.05324;-0.217792;20.51;0.31
9.13271;3.71179;-0.409844;39.52;0.32
7.60855;3.1274;-0.32945;38.34;-0.12
14.6483;2.87124;-0.406523;31.67;-0.12
20.5681;1.26707;-0.239742;11.03;-0.19
24.0847;0.550801;-0.155845;39.65;0.29
8.84695;3.80624;-0.408968;27.88;0.29
7.41702;2.80519;-0.290626;20.18;0.43
22.7229;0.878379;-0.183467;6.57;0.1
22.0445;0.88901;-0.197098;14.17;-0.3
5.57454;1.95229;-0.18703;24.1;0.28
10.2463;4.28443;-0.482721;23.18;-0.03
10.0883;3.94614;-0.449027;42.53;0.21
6.00697;2.20277;-0.215107;27.24;-0.04
6.1783;2.1839;-0.213029;8.76;0.34
4.95842;1.80627;-0.168538;39.7;-0.32
12.7265;3.84696;-0.481566;25.8;0.21
13.0427;3.26185;-0.452658;6.19;-0.44
16.9022;1.89837;-0.326954;24.19;-0.4
12.7932;3.90847;-0.497309;10.63;0.22
22.3752;0.747289;-0.183982;24.6;0.34
17.4079;1.92161;-0.315024;40.78;0.17
9.1728;4.15313;-0.455279;36.22;-0.31
15.0795;2.45862;-0.380952;13.36;-0.42
21.579;0.75897;-0.206132;44.17;-0.47
10.611;4.27249;-0.497693;30.37;-0.25
20.9202;1.15991;-0.228731;24;0.04
9.79007;4.35327;-0.475929;22.94;0.07
12.6552;3.41923;-0.436981;41.24;-0.02
9.37041;3.95737;-0.437947;36.32;-0.01
22.7955;0.788349;-0.181016;28.32;0.07
24.14;0.340327;-0.135694;13.56;0.47
15.3157;2.52411;-0.36453;42.07;0.29
5.62225;1.95807;-0.18702;23.07;0.25
10.283;4.32062;-0.483799;24.87;0.28
12.0411;3.69597;-0.458181;36.8;0.02
20.7539;1.18368;-0.232522;23.41;0.14
24.1969;0.385458;-0.141189;36.96;0.16
15.1013;2.65328;-0.390996;37.38;-0.3
18.9937;1.62237;-0.281113;24.82;-0.14
23.1116;0.662575;-0.175024;33.9;-0.09
20.4336;1.1119;-0.233805;18.03;-0.39
7.97102;3.34196;-0.353079;33.99;-0.03
18.7072;1.70251;-0.289957;24.52;0.2
17.8824;1.91153;-0.311958;28.2;0.07
3.28033;1.11056;-0.0877387;24.69;-0.37
9.3086;3.78453;-0.417613;31.59;0.23
5.39736;1.84706;-0.172128;18.33;0.35
5.36855;1.88746;-0.181986;43.64;0.44
14.8211;2.81145;-0.404514;8.94;0.35
21.6994;1.04624;-0.212205;11.94;-0.19
23.3834;0.611232;-0.166963;28;-0.22
7.37211;2.77415;-0.286218;11.57;0.4
4.69321;1.60314;-0.143915;43.07;0.03
13.506;3.49299;-0.460395;24.86;0.01
18.9619;1.55488;-0.274975;23.85;-0.2
9.95763;4.18906;-0.472624;21.77;0.48
18.9204;1.63983;-0.283547;22.48;0.11
5.35498;1.9065;-0.176841;6.08;-0.2
22.8561;0.849171;-0.181176;7.28;-0.17
23.936;0.595131;-0.152057;16.76;0.19
20.4526;1.22839;-0.241497;23.78;0.23
20.2119;1.38788;-0.251859;11.9;0.08
16.2628;2.34473;-0.357017;33.31;0.07
9.35556;4.08987;-0.436754;18;0.22
6.18566;2.40925;-0.241372;19.14;-0.38
19.1775;1.53446;-0.273234;35.53;0.28
23.6048;0.617593;-0.160358;16.5;0.29
19.3027;1.5908;-0.273917;9.21;0
4.44997;1.49586;-0.133482;32.44;0.28
14.3603;2.75508;-0.402946;39.4;-0.37
17.1185;2.07376;-0.328396;35.14;-0.16
21.4483;1.01368;-0.210795;31.19;-0.24
10.3927;4.8735;-0.532824;10.82;0.03
22.3003;0.751949;-0.189643;31.49;-0.36
9.82412;4.41906;-0.492233;25.21;-0.26
6.85323;2.68235;-0.276463;42.1;0.19
9.16198;3.97224;-0.429145;27.21;0.04
20.5869;1.18342;-0.233063;16.93;0.34
5.77583;2.11984;-0.203565;6.68;-0.24
12.5389;3.89828;-0.485851;24.87;0.11
11.1607;4.70124;-0.536979;10.24;0.32
18.924;1.66056;-0.283577;19.62;0.05
18.3286;1.80867;-0.299849;12.89;0.03
8.07301;3.36655;-0.363732;43.35;0.44
8.43467;3.28834;-0.362501;42.13;0.48
21.8872;1.02165;-0.209893;17.8;0.16
13.7666;2.97057;-0.398105;44.56;-0.2
5.06373;1.80426;-0.170666;44.1;0.01
17.8757;1.96926;-0.311999;24.72;0
6.10902;2.27212;-0.224373;27.21;-0.13
17.7485;1.79728;-0.307817;33.26;-0.28
19.6847;1.21458;-0.251508;19.35;-0.41
17.8793;1.91033;-0.312329;18.83;0.04
9.09082;3.90656;-0.417223;17.33;0.25
22.1329;0.71204;-0.193435;14.81;-0.47
22.5615;0.736448;-0.182414;34.71;-0.33
15.4534;2.50468;-0.379358;8.48;0.44
7.48582;3.136;-0.330321;11.09;-0.39
10.4957;4.72809;-0.522935;15.92;0.1
8.8462;3.85808;-0.43211;41.63;-0.4
18.9687;1.5884;-0.278114;26.44;-0.12
14.2835;3.15612;-0.43259;9.81;0.15
13.9529;3.25588;-0.438789;28.75;0.22
16.3348;2.31774;-0.35268;32.39;0.32
3.07853;1.02427;-0.0786306;16.08;-0.26
15.7807;2.51635;-0.375124;13.97;0.22
24.4526;0.520325;-0.147442;32.82;0.05
6.32311;2.49401;-0.255018;44.62;-0.32
6.8229;2.69959;-0.275853;33.13;-0.15
14.187;2.95303;-0.413867;35.91;-0.21
23.8264;0.553016;-0.154381;41.85;-0.24
22.6939;0.791575;-0.185911;30.3;-0.05
6.77498;2.4771;-0.252283;36.27;0.46
16.8822;2.09019;-0.335146;16.54;-0.26
22.4785;0.819063;-0.187978;31.17;-0.12
17.3654;1.95104;-0.321794;26.49;0.32
8.12465;3.26385;-0.347355;32.02;0.46
24.6352;0.425367;-0.133779;29.81;0.07
10.4359;4.75435;-0.522453;16.52;0.07
5.28686;1.9418;-0.186391;39.75;-0.3
7.94573;3.47065;-0.368193;28.57;-0.31
20.9022;1.2272;-0.230252;8.41;-0.12
19.1903;1.47883;-0.267113;30.3;0.18
12.3646;3.2756;-0.434081;44.98;-0.39
4.30177;1.52594;-0.133019;8.57;-0.43
20.3844;1.08582;-0.229789;9.18;0.47
21.2726;0.973684;-0.213848;37.93;-0.26
11.6204;4.50609;-0.541126;13.58;-0.23
10.4298;4.91417;-0.533631;7.5;0.13
6.2528;2.25375;-0.219304;15.48;0.16
22.1873;0.813056;-0.195127;40.1;-0.14
7.83214;3.13256;-0.334596;43.07;0.16
5.19234;1.88598;-0.177861;25.12;-0.34
5.42177;1.8911;-0.174269;7.54;-0.1
9.97017;4.41007;-0.484953;19.84;0
24.9279;0.428654;-0.12558;9.31;0.22
17.114;2.0629;-0.330507;38.25;0.03
9.42407;4.42629;-0.48316;18.01;-0.3
15.0212;2.55312;-0.369821;42.63;0.3
3.38669;1.09328;-0.0859831;22.55;0
6.56875;2.37642;-0.238343;21.7;0.47
8.57407;3.70003;-0.390666;13.86;-0.07
7.03687;2.64537;-0.270013;24.58;0.11
5.73825;2.21757;-0.218108;20.55;-0.43
11.092;4.67683;-0.532512;18.69;0.24
24.9382;0.223677;-0.128414;15.32;-0.49
7.37967;3.14955;-0.332572;42.47;-0.35
19.2507;1.31249;-0.263356;30.69;-0.38
14.2664;2.96259;-0.398609;35.55;0.14
21.0821;1.00727;-0.216911;23.31;0.35
21.4231;0.874256;-0.213938;35.55;-0.38
18.2415;1.77396;-0.300178;20.48;0.2
9.54648;4.00247;-0.444983;43.03;0.07
25.1922;0.30877;-0.128663;38.45;-0.07
6.29235;2.48371;-0.252008;19.03;-0.44
11.7083;3.69016;-0.469724;31.73;-0.36
14.5016;3.04399;-0.421488;15.76;0
16.7723;1.93043;-0.32902;23.26;-0.41
12.4605;3.78629;-0.475856;27.42;0.27
22.5048;0.568958;-0.178542;36.85;-0.45
10.4426;4.08639;-0.465019;28.22;0.2
19.9507;1.19179;-0.241715;28.08;0.43
18.417;1.60286;-0.284405;35.54;-0.03
14.4268;3.09711;-0.425515;21.49;-0.08
8.27686;3.25023;-0.364219;43.42;-0.41
23.6752;0.559464;-0.156997;17.83;-0.34
15.5963;2.50143;-0.367121;42.46;0.21
7.63903;2.90421;-0.303456;5.61;0.39
18.4268;1.59224;-0.287348;44.79;-0.22
13.7983;3.11114;-0.423101;40.98;0.06
25.3404;0.244925;-0.119981;34.91;0.32
9.78903;4.35655;-0.476141;22.03;0.45
9.0417;4.0801;-0.448071;31.88;-0.31
24.6872;0.454027;-0.153924;41.13;-0.34
25.0827;0.395439;-0.129267;8.42;-0.34
25.608;0.411047;-0.126039;34.4;-0.05
3.00162;0.97314;-0.0731308;25.69;0.18
18.3475;1.4557;-0.284499;24.75;-0.44
16.3148;2.1893;-0.348383;21.58;-0.36
24.0111;0.674796;-0.153982;9;-0.03
14.6047;2.80557;-0.393814;34.13;0.23
13.8621;2.93701;-0.395044;38.66;0.34
4.94131;1.69456;-0.159212;44.88;0.47
20.8203;1.19294;-0.230767;37.71;-0.17
3.13354;1.01738;-0.0769724;10.72;-0.1
14.7733;2.91645;-0.411152;6.45;-0.01
8.81936;3.91953;-0.415421;19.01;-0.13
20.2901;1.25159;-0.242513;39.77;-0.25
20.5096;1.19523;-0.235293;19.47;-0.23
20.3121;0.977039;-0.233111;25.19;-0.49
17.5151;1.9276;-0.318012;23.91;-0.16
20.4093;1.33494;-0.243874;10.51;-0.08
16.3082;2.14812;-0.347102;16.25;-0.37
17.1577;1.98577;-0.324288;44.93;-0.2
9.58988;4.28763;-0.462259;16.4;0.16
21.6992;1.02994;-0.207989;16.01;-0.16
5.1626;1.9034;-0.181408;44.43;-0.23
9.56834;4.55494;-0.502948;20.19;-0.36
9.01877;4.20302;-0.450217;12.57;-0.33
4.91342;1.7192;-0.156949;35.3;-0.06
11.4113;4.38759;-0.520581;20.04;-0.21
10.3097;4.27589;-0.493605;36.01;-0.27
19.2347;1.58162;-0.274388;8.26;-0.13
13.4013;3.59688;-0.469827;19.7;0.11
18.863;1.65461;-0.284131;7.4;0.2
16.4942;2.18195;-0.345147;23.26;-0.25
19.7606;1.38973;-0.25646;35.86;-0.09
18.6827;1.4277;-0.275471;35.03;0.48
21.4014;1.08844;-0.211124;41.78;0.21
12.862;3.41228;-0.444264;30.35;0.44
23.1643;0.629973;-0.172185;16.47;-0.37
11.9318;3.74606;-0.461317;31.18;0.27
22.3243;0.803932;-0.181869;33.35;0.17
10.6173;4.66764;-0.530897;18.71;-0.19
5.56694;2.09327;-0.203087;23.64;-0.37
8.0339;3.38492;-0.35949;43.93;-0.12
11.2948;4.09925;-0.486149;30.24;0.02
3.50975;1.14051;-0.0893841;6.45;-0.1
3.16842;1.07588;-0.0848613;41.47;-0.17
18.941;1.63985;-0.281769;12.21;0.15
6.14856;2.2471;-0.218525;14.22;-0.1
5.37291;1.87649;-0.176565;27.86;0.33
11.1639;4.60968;-0.533335;19.83;-0.07
13.2547;3.44425;-0.460829;5.85;-0.22
4.15686;1.36749;-0.115616;24.03;0.21
20.024;1.14449;-0.235266;38.77;-0.33
7.97052;3.30624;-0.346097;13.53;-0.14
3.72383;1.29607;-0.107699;18.71;-0.44
15.6111;2.45307;-0.361363;34.15;-0.17
17.7214;1.80597;-0.307367;33.77;-0.3
17.7051;1.91597;-0.313486;19.89;-0.14
21.4452;0.899823;-0.209009;22.28;-0.38
11.792;4.1922;-0.503215;29.69;0.07
20.2764;1.36439;-0.247117;20.28;-0.03
20.7448;1.16251;-0.23257;31.62;0.06
17.0091;1.82526;-0.295267;41.12;0.44
11.3431;3.74299;-0.450626;43.06;0.23
18.6063;1.60953;-0.28024;33.01;0.29
20.4711;1.23151;-0.239084;19.86;0.21
5.19332;1.83684;-0.171291;32.4;-0.03
6.56899;2.49916;-0.255201;43.65;0.16
6.39226;2.53139;-0.256867;27.95;-0.35
7.92357;3.18081;-0.332089;8.8;-0.01
16.2049;2.31358;-0.357866;23.37;0.31
5.87744;2.36271;-0.240166;43.39;-0.46
8.66168;3.85521;-0.413357;30.35;-0.22
6.86634;2.69907;-0.275174;27.67;-0.13
